ticket_id,opened_at,category,priority,requester_employee_id,requester_office,first_response_hours,resolution_hours,status,notes
ARC-30197,2024-05-24T11:48:00,How-to,P2,VL-1177,New York,3.5,39.8,Resolved,
ARC-30219,2024-05-24T12:00:00,How-to,P3,VL-1200,New York,0.4,16.4,Resolved,
ARC-30226,2024-05-24T13:22:00,Filing error,P3,VL-1063,New York,0.8,43.5,Closed - no response,
ARC-30177,2024-05-24T14:01:00,Filing error,P3,VL-1028,"Washington, DC",1.4,12.1,Resolved,
ARC-30172,2024-05-25T09:03:00,Access / SSO,P3,VL-1172,New York,1.2,53.0,Resolved,
ARC-30265,2024-05-25T12:31:00,Search,P3,VL-1107,Dublin,0.8,19.5,Resolved,
ARC-30176,2024-05-26T09:12:00,How-to,P2,VL-1215,New York,1.8,26.2,Resolved,
ARC-30284,2024-05-26T09:40:00,How-to,P3,VL-1132,Houston,2.0,7.8,Resolved,
ARC-30186,2024-05-26T15:01:00,Search,P4,VL-1201,New York,1.7,59.7,Resolved,
ARC-30246,2024-05-28T08:25:00,Integration,P3,VL-1117,"Washington, DC",0.7,18.4,Resolved,
ARC-30218,2024-05-28T08:41:00,Mobile,P2,VL-1038,New York,2.3,20.5,Resolved,Escalated to account manager
ARC-30271,2024-05-28T13:28:00,Access / SSO,P2,VL-1049,New York,2.0,12.7,Resolved,
ARC-30282,2024-05-28T17:47:00,How-to,P3,VL-1120,New York,1.8,12.8,Resolved,
ARC-30306,2024-06-01T09:17:00,Filing error,P3,VL-1171,New York,1.7,40.2,Resolved,
ARC-30366,2024-06-01T13:04:00,How-to,P3,VL-1022,San Francisco,1.0,21.8,Resolved,
ARC-30370,2024-06-01T13:38:00,Performance,P4,VL-1117,"Washington, DC",0.6,54.7,Resolved,
ARC-30354,2024-06-01T16:07:00,Outlook add-in,P4,VL-1068,Mexico City,0.9,55.6,Resolved,
ARC-30325,2024-06-01T17:01:00,Integration,P3,VL-1179,New York,1.6,48.3,Resolved,
ARC-30313,2024-06-02T12:20:00,How-to,P3,VL-1142,New York,0.6,50.4,Resolved,
ARC-30335,2024-06-02T13:50:00,How-to,P3,VL-1149,New York,1.0,23.6,Resolved,
ARC-30318,2024-06-02T14:25:00,Outlook add-in,P3,VL-1006,New York,2.7,20.2,Resolved,
ARC-30353,2024-06-02T17:33:00,Outlook add-in,P3,VL-1116,New York,1.5,23.6,Resolved,
ARC-30371,2024-06-04T08:50:00,How-to,P3,VL-1160,Atlanta,2.9,33.2,Resolved,
ARC-30350,2024-06-04T09:17:00,How-to,P4,VL-1132,Houston,2.1,55.2,Resolved,
ARC-30368,2024-06-04T13:13:00,Performance,P3,VL-1230,New York,0.6,40.1,Resolved,
ARC-30341,2024-06-04T16:08:00,Outlook add-in,P3,VL-1048,New York,2.7,35.1,Resolved,
ARC-30363,2024-06-04T16:12:00,How-to,P4,VL-1132,Houston,1.7,55.6,Resolved,
ARC-30288,2024-06-04T16:15:00,How-to,P3,VL-1095,"Washington, DC",1.7,52.1,Resolved,
ARC-30321,2024-06-06T10:54:00,Performance,P4,VL-1202,New York,2.4,44.5,Resolved,
ARC-30361,2024-06-06T18:28:00,Performance,P4,VL-1039,Chicago,1.1,39.8,Resolved,
ARC-30346,2024-06-07T08:08:00,Search,P4,VL-1129,New York,1.9,38.9,Resolved,
ARC-30294,2024-06-07T09:09:00,Integration,P3,VL-1056,San Francisco,2.6,43.6,Resolved,
ARC-30296,2024-06-07T13:50:00,Filing error,P3,VL-1032,New York,3.0,51.5,Resolved,
ARC-30311,2024-06-07T17:46:00,How-to,P3,VL-1095,"Washington, DC",2.6,45.7,Resolved,
ARC-30333,2024-06-07T18:31:00,Access / SSO,P4,VL-1213,"Washington, DC",1.9,42.4,Resolved,
ARC-30287,2024-06-08T10:57:00,Search,P3,VL-1050,New York,0.6,35.9,Resolved,
ARC-30337,2024-06-08T12:36:00,Filing error,P3,VL-1171,New York,2.0,52.3,Resolved,
ARC-30291,2024-06-08T13:22:00,Search,P3,VL-1164,New York,1.4,40.1,Resolved,
ARC-30304,2024-06-08T13:33:00,How-to,P3,VL-1095,"Washington, DC",1.1,6.9,Resolved,
ARC-30329,2024-06-08T17:43:00,Mobile,P3,VL-1179,New York,1.2,33.5,Resolved,
ARC-30365,2024-06-08T18:25:00,How-to,P4,VL-1122,New York,2.9,48.5,Resolved,
ARC-30307,2024-06-09T09:35:00,How-to,P3,VL-1095,"Washington, DC",2.5,34.3,Resolved,
ARC-30301,2024-06-09T10:57:00,Integration,P2,VL-1103,New York,1.6,24.9,Resolved,
ARC-30351,2024-06-09T11:23:00,Access / SSO,P4,VL-1209,Los Angeles,3.1,42.8,Resolved,
ARC-30320,2024-06-09T13:01:00,Performance,P3,VL-1139,New York,1.2,24.5,Resolved,
ARC-30369,2024-06-09T15:36:00,How-to,P3,VL-1195,New York,0.2,21.8,Resolved,
ARC-30339,2024-06-09T16:03:00,Filing error,P2,VL-1012,Singapore,1.6,9.3,Resolved,Escalated to account manager
ARC-30302,2024-06-09T18:19:00,Outlook add-in,P3,VL-1024,New York,1.1,17.2,Resolved,
ARC-30360,2024-06-10T09:29:00,How-to,P3,VL-1027,San Francisco,1.2,60.3,Closed - no response,
ARC-30367,2024-06-10T10:22:00,Performance,P3,VL-1197,"Washington, DC",1.2,8.2,Resolved,
ARC-30297,2024-06-10T11:29:00,How-to,P4,VL-1095,"Washington, DC",4.4,73.9,Resolved,
ARC-30290,2024-06-10T14:44:00,Access / SSO,P3,VL-1031,New York,1.3,29.7,Resolved,
ARC-30303,2024-06-10T14:59:00,Mobile,P3,VL-1045,Houston,1.9,25.7,Resolved,
ARC-30332,2024-06-11T11:31:00,Integration,P3,VL-1219,New York,2.6,30.9,Resolved,
ARC-30323,2024-06-11T14:58:00,Performance,P2,VL-1189,Mexico City,1.7,41.2,Resolved,
ARC-30352,2024-06-11T15:00:00,Integration,P3,VL-1004,"Washington, DC",2.5,28.2,Resolved,
ARC-30338,2024-06-11T15:18:00,Outlook add-in,P3,VL-1009,New York,1.2,63.7,Resolved,
ARC-30293,2024-06-11T16:46:00,Access / SSO,P3,VL-1150,New York,3.9,23.6,Resolved,
ARC-30362,2024-06-11T17:40:00,Performance,P4,VL-1157,San Francisco,1.9,46.1,Resolved,
ARC-30336,2024-06-11T18:25:00,How-to,P3,VL-1070,Singapore,1.7,30.7,Resolved,
ARC-30308,2024-06-13T10:48:00,Outlook add-in,P3,VL-1109,Dublin,0.7,11.7,Resolved,
ARC-30340,2024-06-13T12:38:00,How-to,P4,VL-1132,Houston,2.0,63.2,Resolved,
ARC-30355,2024-06-13T14:51:00,Search,P2,VL-1070,Singapore,2.8,6.7,Resolved,Workaround provided
ARC-30322,2024-06-13T18:47:00,How-to,P2,VL-1132,Houston,1.1,15.3,Resolved,
ARC-30319,2024-06-14T11:19:00,Search,P4,VL-1144,Houston,1.1,52.0,Resolved,
ARC-30295,2024-06-17T08:57:00,Mobile,P4,VL-1185,San Francisco,1.1,56.9,Resolved,
ARC-30331,2024-06-17T18:58:00,Outlook add-in,P3,VL-1171,New York,1.1,33.7,Resolved,
ARC-30356,2024-06-18T08:46:00,Search,P3,VL-1008,New York,1.9,68.1,Resolved,
ARC-30324,2024-06-18T09:10:00,Filing error,P3,VL-1224,New York,1.0,47.0,Resolved,
ARC-30334,2024-06-18T10:27:00,Mobile,P4,VL-1108,London,1.1,79.4,Resolved,
ARC-30359,2024-06-18T15:53:00,How-to,P4,VL-1195,New York,3.2,39.9,Resolved,
ARC-30305,2024-06-18T16:46:00,How-to,P3,VL-1195,New York,3.5,34.1,Resolved,
ARC-30357,2024-06-18T17:23:00,How-to,P3,VL-1132,Houston,1.9,20.7,Resolved,
ARC-30328,2024-06-18T17:25:00,How-to,P4,VL-1069,London,2.7,51.0,Resolved,
ARC-30326,2024-06-19T10:42:00,How-to,P3,VL-1195,New York,1.6,34.2,Resolved,
ARC-30347,2024-06-19T10:54:00,How-to,P3,VL-1050,New York,1.7,24.4,Resolved,
ARC-30327,2024-06-19T17:15:00,Integration,P3,VL-1024,New York,0.7,20.3,Resolved,
ARC-30299,2024-06-19T17:59:00,Access / SSO,P2,VL-1061,New York,2.7,19.3,Resolved,
ARC-30289,2024-06-20T08:43:00,Integration,P3,VL-1168,New York,1.3,40.0,Resolved,
ARC-30310,2024-06-20T09:11:00,Outlook add-in,P2,VL-1014,Singapore,2.0,16.4,Resolved,Workaround provided
ARC-30372,2024-06-20T09:29:00,Search,P3,VL-1090,New York,1.4,20.7,Closed - no response,
ARC-30344,2024-06-20T13:55:00,Outlook add-in,P4,VL-1076,Chicago,1.2,50.7,Resolved,
ARC-30343,2024-06-21T08:39:00,Mobile,P2,VL-1044,New York,2.0,19.7,Resolved,Escalated to account manager
ARC-30330,2024-06-21T08:42:00,How-to,P4,VL-1072,London,1.7,30.7,Resolved,
ARC-30349,2024-06-21T12:32:00,Outlook add-in,P3,VL-1005,New York,2.2,50.5,Resolved,
ARC-30300,2024-06-21T13:21:00,How-to,P3,VL-1004,"Washington, DC",1.4,59.1,Resolved,
ARC-30317,2024-06-22T10:43:00,How-to,P4,VL-1155,Chicago,1.4,38.2,Resolved,
ARC-30309,2024-06-23T08:44:00,Search,P2,VL-1140,Atlanta,2.5,21.8,Resolved,
ARC-30315,2024-06-23T09:00:00,Search,P4,VL-1194,Chicago,1.5,30.8,Resolved,
ARC-30312,2024-06-23T11:38:00,Search,P4,VL-1210,New York,1.7,70.9,Resolved,
ARC-30314,2024-06-23T16:03:00,Integration,P2,VL-1217,New York,0.2,30.6,Resolved,
ARC-30298,2024-06-24T08:56:00,Mobile,P3,VL-1028,"Washington, DC",2.6,32.8,Resolved,
ARC-30342,2024-06-24T11:01:00,Search,P4,VL-1224,New York,1.3,47.5,Resolved,
ARC-30316,2024-06-24T11:52:00,How-to,P3,VL-1095,"Washington, DC",1.5,13.2,Resolved,
ARC-30345,2024-06-24T15:42:00,Mobile,P4,VL-1134,New York,1.2,42.7,Resolved,
ARC-30292,2024-06-25T10:21:00,Outlook add-in,P4,VL-1082,New York,1.5,42.3,Resolved,
ARC-30348,2024-06-26T08:04:00,Filing error,P3,VL-1090,New York,2.9,23.1,Resolved,
ARC-30358,2024-06-26T10:31:00,Outlook add-in,P3,VL-1154,London,0.2,26.9,Resolved,
ARC-30364,2024-06-27T10:54:00,Outlook add-in,P4,VL-1102,San Francisco,3.4,75.5,Resolved,
ARC-30384,2024-07-01T17:33:00,How-to,P3,VL-1116,New York,1.0,3.6,Resolved,
ARC-30380,2024-07-02T08:52:00,Performance,P2,VL-1004,"Washington, DC",1.7,33.3,Resolved,
ARC-30381,2024-07-02T11:13:00,How-to,P3,VL-1147,New York,1.0,54.2,Resolved,
ARC-30388,2024-07-02T15:40:00,How-to,P4,VL-1132,Houston,1.8,48.3,Resolved,
ARC-30402,2024-07-03T11:13:00,How-to,P2,VL-1045,Houston,1.8,34.7,Resolved,Workaround provided
ARC-30394,2024-07-03T18:10:00,Outlook add-in,P4,VL-1061,New York,1.5,53.6,Resolved,
ARC-30398,2024-07-06T17:08:00,How-to,P3,VL-1095,"Washington, DC",3.6,19.4,Resolved,
ARC-30374,2024-07-06T17:55:00,Search,P3,VL-1026,New York,3.4,33.0,Resolved,
ARC-30386,2024-07-07T11:06:00,Outlook add-in,P3,VL-1006,New York,2.3,44.3,Resolved,
ARC-30382,2024-07-07T14:00:00,How-to,P3,VL-1038,New York,2.5,42.2,Resolved,
ARC-30383,2024-07-09T12:24:00,Outlook add-in,P4,VL-1209,Los Angeles,0.5,46.5,Resolved,
ARC-30389,2024-07-10T12:51:00,Mobile,P3,VL-1090,New York,2.3,39.0,Resolved,
ARC-30405,2024-07-10T14:32:00,Integration,P4,VL-1165,New York,2.9,41.8,Resolved,
ARC-30400,2024-07-10T14:57:00,How-to,P2,VL-1079,New York,2.2,27.4,Resolved,
ARC-30411,2024-07-11T08:00:00,How-to,P3,VL-1195,New York,1.5,28.4,Resolved,
ARC-30391,2024-07-11T17:48:00,Integration,P3,VL-1102,San Francisco,2.8,31.5,Resolved,
ARC-30409,2024-07-12T10:09:00,Outlook add-in,P3,VL-1045,Houston,1.1,36.2,Resolved,
ARC-30385,2024-07-13T10:17:00,Filing error,P3,VL-1009,New York,2.1,37.1,Resolved,
ARC-30406,2024-07-13T12:26:00,Mobile,P3,VL-1108,London,1.3,23.8,Resolved,
ARC-30392,2024-07-14T15:17:00,How-to,P3,VL-1106,Dublin,3.5,28.2,Resolved,
ARC-30377,2024-07-15T11:40:00,Filing error,P3,VL-1053,New York,2.9,20.6,Resolved,
ARC-30396,2024-07-15T13:39:00,Filing error,P3,VL-1204,"Washington, DC",2.4,39.7,Resolved,
ARC-30410,2024-07-15T13:44:00,Integration,P3,VL-1224,New York,2.0,34.4,Resolved,
ARC-30379,2024-07-15T15:37:00,Search,P2,VL-1072,London,4.1,40.1,Resolved,
ARC-30403,2024-07-16T17:03:00,How-to,P3,VL-1158,San Francisco,1.0,32.5,Resolved,
ARC-30407,2024-07-17T08:49:00,How-to,P3,VL-1027,San Francisco,2.2,41.9,Resolved,
ARC-30393,2024-07-17T14:33:00,Access / SSO,P3,VL-1077,"Washington, DC",0.6,16.3,Resolved,
ARC-30376,2024-07-17T17:43:00,Integration,P4,VL-1211,Houston,0.8,61.0,Resolved,
ARC-30404,2024-07-18T12:00:00,How-to,P2,VL-1045,Houston,3.2,3.7,Resolved,
ARC-30373,2024-07-18T12:03:00,Outlook add-in,P4,VL-1194,Chicago,2.4,61.5,Resolved,
ARC-30387,2024-07-21T15:28:00,How-to,P3,VL-1230,New York,1.2,20.9,Resolved,
ARC-30399,2024-07-22T11:36:00,Search,P2,VL-1013,London,1.5,15.4,Resolved,
ARC-30397,2024-07-22T18:29:00,Access / SSO,P3,VL-1179,New York,1.9,50.5,Resolved,
ARC-30395,2024-07-25T15:23:00,Integration,P2,VL-1222,New York,2.9,12.8,Resolved,
ARC-30401,2024-07-26T09:02:00,Performance,P4,VL-1062,"Washington, DC",3.1,63.1,Resolved,
ARC-30378,2024-07-26T17:13:00,Search,P2,VL-1057,Chicago,3.6,18.6,Resolved,Repeat issue
ARC-30375,2024-07-26T17:36:00,Search,P3,VL-1052,New York,2.5,48.6,Resolved,
ARC-30408,2024-07-28T10:52:00,How-to,P3,VL-1025,Los Angeles,2.0,45.2,Closed - no response,
ARC-30390,2024-07-28T17:23:00,How-to,P2,VL-1077,"Washington, DC",2.3,14.3,Resolved,
ARC-30412,2024-08-02T11:56:00,Search,P3,VL-1076,Chicago,2.2,44.7,Resolved,
ARC-30426,2024-08-03T08:07:00,Performance,P3,VL-1073,Houston,3.6,35.1,Resolved,
ARC-30428,2024-08-04T17:03:00,Mobile,P3,VL-1144,Houston,2.0,34.6,Resolved,
ARC-30419,2024-08-07T16:37:00,Outlook add-in,P3,VL-1171,New York,1.9,38.8,Resolved,
ARC-30417,2024-08-09T08:08:00,How-to,P3,VL-1077,"Washington, DC",3.5,34.6,Resolved,
ARC-30440,2024-08-09T11:35:00,Filing error,P3,VL-1158,San Francisco,2.3,32.4,Resolved,
ARC-30442,2024-08-10T08:04:00,Outlook add-in,P4,VL-1227,New York,0.5,56.7,Resolved,
ARC-30425,2024-08-10T09:01:00,Mobile,P3,VL-1171,New York,1.2,61.0,Resolved,
ARC-30430,2024-08-11T09:05:00,How-to,P2,VL-1100,New York,3.2,32.0,Resolved,Repeat issue
ARC-30415,2024-08-11T09:09:00,Search,P3,VL-1144,Houston,2.2,43.4,Resolved,
ARC-30429,2024-08-13T09:04:00,Outlook add-in,P3,VL-1183,San Francisco,2.7,28.9,Resolved,
ARC-30446,2024-08-13T09:56:00,Search,P3,VL-1178,Atlanta,1.9,35.0,Resolved,
ARC-30414,2024-08-13T13:41:00,How-to,P3,VL-1077,"Washington, DC",1.3,4.8,Resolved,
ARC-30449,2024-08-13T15:36:00,Outlook add-in,P3,VL-1044,New York,0.9,13.9,Resolved,
ARC-30421,2024-08-14T08:52:00,Search,P4,VL-1061,New York,3.0,36.6,Resolved,
ARC-30435,2024-08-15T14:53:00,Outlook add-in,P2,VL-1009,New York,1.7,4.7,Resolved,
ARC-30418,2024-08-16T08:50:00,Outlook add-in,P4,VL-1200,New York,3.0,63.9,Resolved,
ARC-30437,2024-08-17T09:11:00,How-to,P2,VL-1053,New York,0.9,2.0,Resolved,Escalated to account manager
ARC-30422,2024-08-17T15:23:00,Access / SSO,P3,VL-1005,New York,1.7,27.1,Resolved,
ARC-30444,2024-08-18T18:23:00,How-to,P4,VL-1132,Houston,3.1,37.4,Resolved,
ARC-30424,2024-08-19T09:35:00,Mobile,P4,VL-1084,Los Angeles,3.3,45.0,Resolved,
ARC-30433,2024-08-20T15:35:00,Search,P3,VL-1082,New York,1.7,27.0,Resolved,
ARC-30436,2024-08-20T15:53:00,Access / SSO,P2,VL-1004,"Washington, DC",1.8,2.3,Resolved,
ARC-30443,2024-08-20T18:03:00,Access / SSO,P2,VL-1009,New York,2.0,2.5,Resolved,Escalated to account manager
ARC-30450,2024-08-21T14:28:00,Integration,P3,VL-1156,New York,2.6,26.4,Resolved,
ARC-30431,2024-08-21T14:37:00,Performance,P3,VL-1002,New York,1.0,45.3,Closed - no response,
ARC-30413,2024-08-21T16:09:00,Mobile,P4,VL-1117,"Washington, DC",2.1,35.0,Resolved,
ARC-30441,2024-08-22T09:14:00,Outlook add-in,P3,VL-1072,London,1.8,15.9,Resolved,
ARC-30438,2024-08-22T11:11:00,Filing error,P3,VL-1135,New York,1.3,28.7,Resolved,
ARC-30447,2024-08-23T12:02:00,Access / SSO,P3,VL-1178,Atlanta,0.4,19.0,Resolved,
ARC-30416,2024-08-23T14:43:00,Access / SSO,P3,VL-1069,London,1.7,36.5,Resolved,
ARC-30439,2024-08-24T12:55:00,Filing error,P3,VL-1073,Houston,2.2,19.5,Resolved,
ARC-30423,2024-08-24T13:15:00,Access / SSO,P3,VL-1073,Houston,2.8,24.2,Resolved,
ARC-30434,2024-08-24T15:26:00,How-to,P3,VL-1148,New York,1.3,25.4,Resolved,
ARC-30432,2024-08-25T12:00:00,How-to,P3,VL-1132,Houston,2.2,30.8,Resolved,
ARC-30420,2024-08-26T09:32:00,Access / SSO,P3,VL-1145,New York,2.3,27.2,Resolved,
ARC-30427,2024-08-27T13:44:00,Outlook add-in,P3,VL-1222,New York,3.1,45.4,Resolved,
ARC-30448,2024-08-28T17:20:00,Mobile,P2,VL-1133,New York,2.5,24.8,Resolved,
ARC-30445,2024-08-28T18:31:00,How-to,P3,VL-1132,Houston,0.2,15.4,Resolved,
ARC-30480,2024-09-01T09:31:00,Mobile,P3,VL-1156,New York,1.2,12.8,Resolved,
ARC-30478,2024-09-01T11:08:00,How-to,P4,VL-1129,New York,2.3,71.8,Resolved,
ARC-30488,2024-09-02T10:55:00,Filing error,P3,VL-1163,New York,1.0,35.9,Resolved,
ARC-30486,2024-09-03T12:00:00,Search,P3,VL-1181,New York,3.1,56.8,Resolved,
ARC-30451,2024-09-05T08:36:00,How-to,P2,VL-1009,New York,0.5,1.0,Resolved,
ARC-30459,2024-09-05T14:54:00,How-to,P3,VL-1132,Houston,2.5,41.7,Closed - no response,
ARC-30463,2024-09-05T17:47:00,Search,P3,VL-1203,New York,2.0,33.3,Resolved,
ARC-30481,2024-09-06T13:20:00,How-to,P3,VL-1079,New York,1.3,42.9,Resolved,
ARC-30457,2024-09-06T14:51:00,Access / SSO,P4,VL-1026,New York,1.2,37.4,Resolved,
ARC-30484,2024-09-07T10:06:00,How-to,P4,VL-1230,New York,2.5,59.3,Resolved,
ARC-30460,2024-09-07T14:44:00,Outlook add-in,P2,VL-1026,New York,1.9,30.4,Resolved,Escalated to account manager
ARC-30462,2024-09-08T11:07:00,Mobile,P3,VL-1204,"Washington, DC",2.2,41.5,Resolved,
ARC-30453,2024-09-09T08:06:00,Performance,P2,VL-1220,"Washington, DC",0.5,15.1,Resolved,
ARC-30492,2024-09-09T13:18:00,Access / SSO,P2,VL-1066,Singapore,2.9,17.5,Resolved,
ARC-30473,2024-09-10T08:01:00,How-to,P2,VL-1192,New York,0.5,10.9,Closed - no response,Escalated to account manager
ARC-30490,2024-09-10T09:13:00,How-to,P3,VL-1095,"Washington, DC",1.9,39.2,Closed - no response,
ARC-30470,2024-09-10T11:26:00,Performance,P2,VL-1187,New York,1.4,1.9,Resolved,Escalated to account manager
ARC-30482,2024-09-10T13:17:00,Access / SSO,P3,VL-1168,New York,1.6,43.2,Resolved,
ARC-30458,2024-09-10T16:08:00,Search,P2,VL-1074,Chicago,1.6,39.2,Resolved,
ARC-30455,2024-09-11T13:33:00,Performance,P3,VL-1014,Singapore,0.2,31.3,Resolved,
ARC-30465,2024-09-13T09:41:00,Access / SSO,P2,VL-1024,New York,1.9,2.4,Resolved,
ARC-30467,2024-09-14T09:16:00,Filing error,P3,VL-1203,New York,1.0,48.4,Resolved,
ARC-30454,2024-09-15T14:13:00,Filing error,P3,VL-1172,New York,1.4,37.7,Resolved,
ARC-30485,2024-09-15T17:03:00,Outlook add-in,P3,VL-1174,New York,1.4,25.8,Resolved,
ARC-30483,2024-09-15T18:38:00,Integration,P3,VL-1197,"Washington, DC",2.2,10.2,Resolved,
ARC-30487,2024-09-17T15:08:00,Filing error,P3,VL-1035,New York,0.8,42.8,Resolved,
ARC-30469,2024-09-19T13:28:00,Performance,P2,VL-1168,New York,2.4,5.6,Resolved,
ARC-30471,2024-09-20T08:28:00,Performance,P4,VL-1010,London,1.9,55.3,Resolved,
ARC-30474,2024-09-20T13:58:00,How-to,P4,VL-1170,New York,2.7,33.6,Resolved,
ARC-30452,2024-09-20T17:06:00,Access / SSO,P2,VL-1042,New York,1.5,28.4,Resolved,Escalated to account manager
ARC-30491,2024-09-21T10:49:00,Filing error,P4,VL-1136,New York,2.0,67.4,Resolved,
ARC-30464,2024-09-21T12:20:00,How-to,P3,VL-1132,Houston,2.1,40.6,Resolved,
ARC-30466,2024-09-22T08:50:00,Search,P3,VL-1201,New York,2.2,31.8,Resolved,
ARC-30475,2024-09-22T11:44:00,Search,P3,VL-1179,New York,1.1,15.8,Resolved,
ARC-30472,2024-09-22T12:34:00,Integration,P3,VL-1183,San Francisco,1.7,26.1,Resolved,
ARC-30468,2024-09-22T14:23:00,Search,P3,VL-1114,New York,0.8,22.8,Resolved,
ARC-30477,2024-09-23T18:46:00,Search,P3,VL-1045,Houston,1.7,34.8,Resolved,
ARC-30456,2024-09-24T08:46:00,Performance,P4,VL-1125,San Francisco,2.7,45.6,Resolved,
ARC-30489,2024-09-24T10:17:00,Search,P3,VL-1010,London,1.5,22.4,Resolved,
ARC-30476,2024-09-26T10:12:00,Performance,P3,VL-1069,London,3.8,22.1,Resolved,
ARC-30461,2024-09-27T08:36:00,Outlook add-in,P2,VL-1201,New York,0.6,4.6,Resolved,Workaround provided
ARC-30479,2024-09-28T18:48:00,Access / SSO,P4,VL-1183,San Francisco,1.4,47.7,Resolved,
ARC-30528,2024-10-01T16:54:00,How-to,P2,VL-1109,Dublin,2.6,15.0,Resolved,
ARC-30518,2024-10-01T17:40:00,How-to,P3,VL-1077,"Washington, DC",0.5,17.2,Resolved,
ARC-30517,2024-10-03T08:19:00,Mobile,P3,VL-1147,New York,2.2,23.2,Resolved,
ARC-30512,2024-10-03T11:46:00,Access / SSO,P3,VL-1175,New York,2.4,46.8,Resolved,
ARC-30520,2024-10-03T13:05:00,Search,P3,VL-1013,London,0.8,17.8,Resolved,
ARC-30510,2024-10-03T13:58:00,How-to,P3,VL-1062,"Washington, DC",3.1,34.4,Resolved,
ARC-30507,2024-10-03T15:32:00,Access / SSO,P3,VL-1217,New York,1.3,28.2,Resolved,
ARC-30498,2024-10-04T17:53:00,How-to,P3,VL-1132,Houston,1.1,35.3,Resolved,
ARC-30500,2024-10-04T18:19:00,Search,P3,VL-1066,Singapore,1.4,16.9,Resolved,
ARC-30527,2024-10-05T09:19:00,Outlook add-in,P3,VL-1084,Los Angeles,2.5,24.3,Resolved,
ARC-30496,2024-10-06T10:51:00,Integration,P3,VL-1166,Atlanta,1.2,51.4,Resolved,
ARC-30499,2024-10-07T17:52:00,Search,P3,VL-1027,San Francisco,2.3,46.7,Resolved,
ARC-30506,2024-10-08T17:26:00,Search,P3,VL-1095,"Washington, DC",2.0,31.7,Resolved,
ARC-30515,2024-10-09T13:14:00,Filing error,P3,VL-1125,San Francisco,0.5,22.8,Resolved,
ARC-30493,2024-10-09T14:09:00,Access / SSO,P3,VL-1197,"Washington, DC",1.5,19.5,Resolved,
ARC-30523,2024-10-09T16:15:00,Mobile,P2,VL-1181,New York,2.6,14.3,Closed - no response,
ARC-30531,2024-10-10T09:28:00,Outlook add-in,P4,VL-1013,London,0.4,49.6,Resolved,
ARC-30521,2024-10-10T15:56:00,Search,P3,VL-1126,San Francisco,2.0,52.2,Resolved,
ARC-30524,2024-10-10T16:04:00,Access / SSO,P3,VL-1049,New York,0.2,23.7,Resolved,
ARC-30514,2024-10-11T09:41:00,Performance,P3,VL-1147,New York,0.3,6.8,Closed - no response,
ARC-30529,2024-10-12T11:43:00,How-to,P2,VL-1192,New York,0.9,15.2,Resolved,
ARC-30501,2024-10-12T14:11:00,How-to,P4,VL-1142,New York,0.7,40.6,Resolved,
ARC-30532,2024-10-12T14:51:00,How-to,P3,VL-1120,New York,3.8,30.6,Resolved,
ARC-30505,2024-10-13T16:34:00,Performance,P3,VL-1048,New York,2.9,34.2,Resolved,
ARC-30494,2024-10-14T09:21:00,Integration,P4,VL-1014,Singapore,1.0,61.3,Resolved,
ARC-30533,2024-10-14T15:50:00,Integration,P2,VL-1033,New York,0.9,20.8,Resolved,
ARC-30525,2024-10-14T16:18:00,Outlook add-in,P3,VL-1015,Atlanta,1.4,52.2,Resolved,
ARC-30509,2024-10-15T11:48:00,Access / SSO,P3,VL-1125,San Francisco,2.0,20.7,Resolved,
ARC-30508,2024-10-15T18:39:00,Outlook add-in,P2,VL-1222,New York,3.1,29.9,Resolved,Repeat issue
ARC-30502,2024-10-16T13:22:00,Search,P4,VL-1164,New York,2.8,67.4,Resolved,
ARC-30513,2024-10-17T17:20:00,How-to,P3,VL-1124,Chicago,1.1,21.0,Resolved,
ARC-30534,2024-10-19T11:26:00,Performance,P4,VL-1175,New York,0.2,56.0,Resolved,
ARC-30516,2024-10-19T18:22:00,Filing error,P3,VL-1129,New York,1.0,13.6,Resolved,
ARC-30526,2024-10-21T17:49:00,Integration,P3,VL-1154,London,2.3,21.1,Resolved,
ARC-30530,2024-10-21T18:14:00,Integration,P3,VL-1168,New York,1.1,42.6,Closed - no response,
ARC-30497,2024-10-22T18:28:00,How-to,P3,VL-1046,Chicago,1.0,53.6,Resolved,
ARC-30503,2024-10-23T13:13:00,Access / SSO,P3,VL-1035,New York,1.5,51.7,Resolved,
ARC-30511,2024-10-23T13:15:00,Mobile,P2,VL-1102,San Francisco,1.4,28.9,Resolved,Repeat issue
ARC-30522,2024-10-24T17:36:00,Search,P3,VL-1093,New York,1.0,39.6,Resolved,
ARC-30519,2024-10-25T17:43:00,Search,P2,VL-1114,New York,3.3,5.3,Resolved,
ARC-30535,2024-10-26T11:15:00,Mobile,P2,VL-1186,New York,2.6,27.3,Resolved,
ARC-30495,2024-10-28T10:17:00,Integration,P3,VL-1101,New York,1.7,50.3,Resolved,
ARC-30504,2024-10-28T13:01:00,How-to,P4,VL-1090,New York,0.3,58.0,Resolved,
ARC-30555,2024-11-01T15:16:00,How-to,P3,VL-1046,Chicago,1.5,38.6,Resolved,
ARC-30539,2024-11-02T16:12:00,How-to,P2,VL-1066,Singapore,2.1,28.5,Resolved,
ARC-30538,2024-11-04T08:37:00,Mobile,P3,VL-1032,New York,2.5,30.1,Resolved,
