employee_id,month,active_days,logins,docs_created,docs_opened,docs_edited,searches,emails_filed,mobile_sessions,avg_search_latency_ms
VL-1175,2024-04,15,26,60,342,112,118,127,3,420
VL-1175,2024-05,13,25,44,253,83,148,87,5,467
VL-1175,2024-06,14,26,131,449,233,85,87,0,458
VL-1175,2024-07,7,11,34,186,47,65,97,2,436
VL-1175,2024-08,11,19,71,254,139,67,110,2,489
VL-1175,2024-09,22,32,118,581,148,257,241,4,460
VL-1175,2024-10,22,35,85,469,105,190,110,2,423
VL-1175,2024-11,13,19,71,253,88,128,119,6,448
VL-1175,2024-12,17,30,83,359,104,176,209,6,448
VL-1175,2025-01,14,19,70,259,110,171,112,6,427
VL-1175,2025-02,11,16,83,298,150,130,152,1,485
VL-1175,2025-03,21,25,99,638,186,190,276,8,509
VL-1175,2025-04,22,28,121,512,237,250,264,10,442
VL-1175,2025-05,14,25,113,415,192,165,113,6,477
VL-1175,2025-06,22,26,174,544,214,122,218,1,398
VL-1175,2025-07,19,25,85,476,127,165,283,0,438
VL-1175,2025-08,10,15,61,202,119,63,135,0,427
VL-1175,2025-09,21,29,74,433,124,233,240,0,453
VL-1175,2025-10,16,29,156,500,204,143,206,0,487
VL-1175,2025-11,21,40,72,428,135,146,197,9,610
VL-1175,2025-12,11,21,43,239,84,77,130,2,441
VL-1175,2026-01,17,27,89,414,151,91,137,0,553
VL-1175,2026-02,22,39,162,712,309,221,245,5,450
VL-1175,2026-03,18,25,74,392,141,199,257,5,1366
VL-1175,2026-04,13,19,136,415,163,78,145,2,459
VL-1175,2026-05,16,28,108,328,182,192,207,2,469
VL-1175,2026-06,19,31,129,545,159,172,180,2,489
VL-1175,2026-07,20,28,141,569,259,128,265,9,488
VL-1175,2026-08,18,22,92,425,140,184,94,2,416
VL-1176,2025-02,9,11,65,226,94,66,119,1,512
VL-1176,2025-03,6,8,36,182,55,48,55,0,451
VL-1176,2025-04,12,15,125,380,194,74,160,4,498
VL-1176,2025-05,9,10,61,209,91,55,68,3,512
VL-1176,2025-06,13,19,127,417,249,103,182,0,492
VL-1176,2025-07,10,13,45,255,78,100,82,2,497
VL-1176,2025-08,7,11,46,147,64,64,60,1,455
VL-1176,2025-09,4,7,19,75,27,32,20,1,427
VL-1176,2025-10,7,12,63,215,110,66,93,2,497
VL-1176,2025-11,11,14,60,210,96,95,71,4,633
VL-1176,2025-12,11,13,99,349,128,95,88,0,567
VL-1176,2026-01,15,29,107,422,144,134,164,6,522
VL-1176,2026-02,9,13,68,267,113,55,59,2,432
VL-1176,2026-03,9,14,88,258,127,62,50,2,1343
VL-1176,2026-04,10,17,74,225,105,58,109,2,438
VL-1176,2026-05,9,11,28,169,35,59,122,0,493
VL-1176,2026-06,9,14,42,249,75,60,92,3,479
VL-1176,2026-07,12,17,133,383,260,112,91,3,436
VL-1176,2026-08,10,16,66,248,84,125,138,0,503
VL-1218,2025-08,6,7,15,137,21,22,121,1,504
VL-1218,2025-09,9,10,13,141,19,74,88,1,491
VL-1218,2025-10,13,19,16,205,21,96,107,1,491
VL-1218,2025-11,13,23,26,212,51,81,139,1,558
VL-1218,2025-12,9,17,18,117,23,52,174,1,480
VL-1218,2026-01,12,20,22,235,35,80,162,4,543
VL-1218,2026-02,9,14,26,170,51,42,178,2,538
VL-1218,2026-03,10,13,14,127,24,69,104,3,1381
VL-1218,2026-04,11,15,28,190,37,68,202,0,492
VL-1218,2026-05,11,17,21,179,30,87,135,1,558
VL-1218,2026-06,10,19,19,197,37,73,93,0,421
VL-1218,2026-07,10,19,28,171,49,76,141,2,532
VL-1218,2026-08,4,6,11,74,20,31,70,1,554
VL-1229,2025-04,9,11,11,132,21,41,107,0,483
VL-1229,2025-05,13,18,20,230,39,61,157,4,387
VL-1229,2025-06,11,20,23,172,37,88,212,2,511
VL-1229,2025-07,9,16,31,191,54,39,137,0,516
VL-1229,2025-08,9,12,28,172,39,45,143,2,470
VL-1229,2025-09,13,25,26,235,34,88,250,0,480
VL-1229,2025-10,10,19,25,187,42,45,109,0,486
VL-1229,2025-11,12,20,14,190,24,70,104,3,635
VL-1229,2025-12,6,9,9,95,16,45,121,0,414
VL-1229,2026-01,12,22,23,201,42,47,167,3,545
VL-1229,2026-02,6,8,16,119,29,43,47,0,456
VL-1229,2026-03,11,14,22,169,43,52,106,2,1381
VL-1229,2026-04,13,22,35,301,44,95,161,3,533
VL-1229,2026-05,9,14,29,182,45,45,149,3,495
VL-1229,2026-06,9,13,11,160,20,43,63,3,468
VL-1229,2026-07,12,20,12,156,19,72,135,0,459
VL-1229,2026-08,8,10,17,138,26,64,121,2,526
VL-1230,2024-03,11,21,13,140,22,50,219,1,515
VL-1230,2024-04,21,28,47,306,77,160,394,5,456
VL-1230,2024-05,8,10,16,110,28,37,118,0,448
VL-1230,2024-06,20,27,33,273,61,107,192,2,431
VL-1230,2024-07,8,9,31,186,58,34,129,1,474
VL-1230,2024-08,13,15,33,281,58,108,209,2,461
VL-1230,2024-09,17,27,50,388,63,85,147,2,521
VL-1230,2024-10,13,24,23,243,42,88,118,2,426
VL-1230,2024-11,8,12,14,164,24,38,136,2,409
VL-1230,2024-12,14,27,32,322,46,86,162,4,511
VL-1230,2025-01,17,31,19,217,26,83,284,3,464
VL-1230,2025-02,18,26,64,391,124,149,315,6,560
VL-1230,2025-03,12,20,19,250,26,47,248,3,450
VL-1230,2025-04,22,38,45,409,86,89,432,7,546
VL-1230,2025-05,11,21,25,173,43,58,185,2,456
VL-1230,2025-06,20,35,40,256,65,122,284,5,565
VL-1230,2025-07,12,17,17,199,29,65,97,1,478
VL-1230,2025-08,15,25,39,244,57,100,240,4,455
VL-1230,2025-09,17,21,26,334,39,65,201,0,577
VL-1230,2025-10,15,25,33,222,59,92,131,4,458
VL-1230,2025-11,20,30,36,354,49,113,323,1,655
VL-1230,2025-12,12,21,22,164,30,48,147,3,384
VL-1230,2026-01,11,20,21,252,32,73,77,0,492
VL-1230,2026-02,22,26,64,479,103,156,386,2,459
VL-1230,2026-03,15,20,22,278,33,105,173,3,1382
VL-1230,2026-04,11,21,34,213,67,72,156,2,506
VL-1230,2026-05,13,24,30,221,48,106,257,4,495
VL-1230,2026-06,15,20,39,260,49,85,128,3,484
VL-1230,2026-07,12,15,32,243,41,63,177,1,506
VL-1230,2026-08,14,22,39,246,66,75,284,0,494
VL-1003,2024-03,10,15,13,147,20,57,86,6,450
VL-1003,2024-04,15,21,25,162,45,54,89,7,458
VL-1003,2024-05,16,31,17,167,31,63,118,9,503
VL-1003,2024-06,14,22,35,188,49,52,64,4,434
VL-1003,2024-07,19,32,52,266,91,110,163,3,558
VL-1003,2024-08,10,17,22,132,29,60,50,4,406
VL-1003,2024-09,12,17,12,110,14,83,62,5,494
VL-1003,2024-10,18,27,39,280,47,72,136,9,509
VL-1003,2024-11,10,19,12,138,18,65,34,3,485
VL-1003,2024-12,11,20,13,111,22,40,36,7,487
VL-1003,2025-01,11,18,15,126,29,63,46,2,445
VL-1003,2025-02,11,21,19,140,32,54,92,7,413
VL-1003,2025-03,18,33,44,261,68,85,138,5,515
VL-1003,2025-04,17,20,25,255,30,96,102,13,548
VL-1003,2025-05,9,16,14,104,25,51,30,6,450
VL-1003,2025-06,12,22,26,149,32,57,71,7,449
VL-1003,2025-07,11,14,12,132,20,62,65,2,479
VL-1003,2025-08,14,24,18,192,34,67,61,2,463
VL-1003,2025-09,14,17,39,201,77,70,96,2,450
VL-1003,2025-10,13,21,36,183,71,39,98,0,477
VL-1003,2025-11,15,29,27,176,48,48,93,7,533
VL-1003,2025-12,3,4,3,26,3,14,11,0,497
VL-1003,2026-01,15,29,24,186,31,62,95,7,445
VL-1003,2026-02,9,16,14,77,25,61,69,6,427
VL-1003,2026-03,22,30,34,316,49,108,90,9,1396
VL-1003,2026-04,6,7,12,90,17,25,38,3,537
VL-1003,2026-05,18,27,30,240,47,64,65,12,451
VL-1003,2026-06,9,17,12,107,19,59,37,0,502
VL-1003,2026-07,14,23,32,188,50,42,71,10,431
VL-1003,2026-08,9,17,16,102,21,39,53,1,459
VL-1041,2025-06,10,12,18,149,28,64,69,6,487
VL-1041,2025-07,6,11,12,70,21,36,35,1,435
VL-1041,2025-08,6,8,12,69,23,33,37,2,484
VL-1041,2025-09,9,14,17,114,20,61,55,5,471
VL-1041,2025-10,9,12,17,112,23,34,51,6,545
VL-1041,2025-11,8,12,12,104,17,25,55,6,587
VL-1041,2025-12,5,9,8,66,13,32,18,3,457
VL-1041,2026-01,8,14,15,110,24,49,71,0,432
VL-1041,2026-02,7,11,18,92,33,25,58,1,470
VL-1041,2026-03,7,11,8,77,15,37,54,2,1407
VL-1041,2026-04,7,13,8,66,15,32,35,3,487
VL-1041,2026-05,9,13,10,87,17,57,35,3,482
VL-1041,2026-06,8,12,18,103,30,53,55,2,450
VL-1041,2026-07,7,12,19,98,30,31,56,2,482
VL-1041,2026-08,7,9,12,75,20,32,21,0,460
VL-1042,2024-03,17,31,28,182,50,91,134,6,534
VL-1042,2024-04,9,17,16,83,19,41,30,1,487
VL-1042,2024-05,17,22,18,191,30,99,119,5,485
VL-1042,2024-06,16,29,37,183,67,86,49,10,465
VL-1042,2024-07,12,18,11,115,19,74,44,4,425
VL-1042,2024-08,9,11,13,96,22,54,51,6,424
VL-1042,2024-09,15,21,22,232,43,100,65,5,359
VL-1042,2024-10,10,12,14,140,20,66,77,5,449
VL-1042,2024-11,17,23,26,144,46,96,70,4,442
VL-1042,2024-12,9,11,19,132,31,27,64,0,422
VL-1042,2025-01,13,21,21,194,38,75,85,3,548
VL-1042,2025-02,12,15,21,134,35,56,81,3,487
VL-1042,2025-03,11,17,19,104,24,40,96,1,466
VL-1042,2025-04,8,11,9,68,13,52,44,0,472
VL-1042,2025-05,11,19,20,143,38,44,43,4,511
VL-1042,2025-06,17,27,15,158,23,106,56,10,425
VL-1042,2025-07,22,38,50,299,95,100,74,15,487
VL-1042,2025-08,8,12,12,68,14,44,35,0,547
VL-1042,2025-09,11,15,21,167,34,46,80,4,406
VL-1042,2025-10,11,13,18,130,25,59,34,1,490
VL-1042,2025-11,15,18,16,173,22,62,72,1,648
VL-1042,2025-12,13,17,17,136,29,43,50,5,495
VL-1042,2026-01,17,31,26,168,47,116,142,6,435
VL-1042,2026-02,13,18,19,174,30,79,94,4,476
VL-1042,2026-03,13,23,36,191,46,43,51,5,1331
VL-1042,2026-04,16,26,24,152,47,85,140,2,526
VL-1042,2026-05,10,15,29,152,49,30,70,4,471
VL-1042,2026-06,14,17,21,164,30,44,68,2,526
VL-1042,2026-07,11,18,22,141,41,59,71,7,485
VL-1042,2026-08,13,22,22,144,37,79,49,6,454
VL-1043,2024-03,2,2,3,18,5,6,7,0,533
VL-1043,2024-04,3,4,6,39,11,14,14,0,527
VL-1043,2024-05,1,1,1,12,1,4,6,0,454
VL-1043,2024-06,1,1,1,11,1,6,5,0,442
VL-1043,2024-07,1,1,1,12,1,4,6,0,497
VL-1043,2024-08,2,3,3,17,4,13,9,0,512
VL-1043,2024-09,3,3,6,30,9,16,17,1,566
VL-1043,2024-10,2,2,4,29,6,8,17,1,495
VL-1043,2024-11,3,5,8,39,15,19,22,1,498
VL-1043,2024-12,1,1,2,14,2,6,6,0,463
VL-1043,2025-01,3,4,6,35,7,19,12,1,399
VL-1043,2025-02,1,1,1,14,1,3,3,0,496
VL-1043,2025-03,2,3,3,27,4,11,12,1,503
VL-1043,2025-04,2,3,3,27,5,10,16,1,587
VL-1043,2025-05,2,3,3,29,5,9,13,0,488
VL-1043,2025-06,2,3,5,30,6,7,13,1,376
VL-1043,2025-07,2,2,3,23,5,9,8,1,500
VL-1043,2025-08,1,1,1,13,1,5,5,0,492
VL-1043,2025-09,2,2,4,21,5,11,8,1,459
VL-1043,2025-10,3,3,6,43,11,19,13,2,424
VL-1043,2025-11,2,3,2,27,3,12,15,0,605
VL-1043,2025-12,2,3,4,24,5,7,6,0,522
VL-1043,2026-01,3,5,8,42,15,17,16,0,441
VL-1043,2026-02,2,2,3,22,4,9,8,0,443
VL-1043,2026-03,1,1,1,10,1,6,3,0,1336
VL-1043,2026-04,2,3,4,25,7,7,15,0,425
VL-1043,2026-05,3,5,3,28,4,17,12,0,529
VL-1043,2026-06,1,1,1,13,1,3,4,0,420
VL-1043,2026-07,1,1,0,9,0,5,3,0,472
VL-1043,2026-08,3,3,5,30,7,17,26,2,382
VL-1044,2024-03,2,3,4,28,5,10,8,0,466
VL-1044,2024-04,2,2,4,23,4,13,11,0,456
VL-1044,2024-05,2,3,3,23,3,7,9,0,544
VL-1044,2024-06,2,2,2,27,2,13,9,0,501
VL-1044,2024-07,2,3,3,21,4,6,17,1,466
VL-1044,2024-08,1,1,1,13,1,6,4,0,565
VL-1044,2024-09,3,5,6,45,11,16,16,1,431
VL-1044,2024-10,1,1,2,11,3,4,7,0,495
VL-1044,2024-11,1,1,1,13,1,6,3,0,459
VL-1044,2024-12,2,3,2,22,2,9,12,0,435
VL-1044,2025-01,2,2,3,26,3,8,11,1,486
VL-1044,2025-02,1,1,1,9,1,4,8,0,546
VL-1044,2025-03,2,3,2,18,2,9,9,0,485
VL-1044,2025-04,2,2,3,24,3,13,8,0,413
VL-1044,2025-05,3,3,3,33,4,15,17,0,470
VL-1044,2025-06,3,3,3,32,3,12,12,0,543
VL-1044,2025-07,1,1,1,9,1,3,7,0,372
VL-1044,2025-08,1,1,1,13,1,4,8,0,530
VL-1044,2025-09,2,2,2,17,2,10,13,0,450
VL-1044,2025-10,3,4,8,44,13,20,23,2,481
VL-1044,2025-11,2,3,3,24,4,8,14,0,615
VL-1044,2025-12,2,2,5,30,6,9,15,0,485
VL-1044,2026-01,1,1,1,12,1,6,7,0,446
VL-1044,2026-02,4,4,4,35,5,19,20,2,480
VL-1044,2026-03,2,2,2,17,3,11,8,1,1448
VL-1044,2026-04,3,5,2,27,2,13,26,0,511
VL-1044,2026-05,3,5,3,32,5,19,17,0,549
VL-1044,2026-06,2,3,3,25,4,7,17,0,513
VL-1044,2026-07,1,1,1,12,1,6,4,0,451
VL-1044,2026-08,1,1,1,8,1,3,8,0,476
VL-1045,2024-03,16,31,22,136,33,49,96,9,460
VL-1045,2024-04,11,20,24,149,40,66,89,8,462
VL-1045,2024-05,14,21,15,134,25,84,118,3,464
VL-1045,2024-06,13,24,17,129,24,60,114,6,487
VL-1045,2024-07,11,19,33,166,64,34,73,1,510
VL-1045,2024-08,10,15,19,129,33,40,73,5,485
VL-1045,2024-09,8,11,15,95,18,41,64,2,499
VL-1045,2024-10,19,27,40,200,61,104,86,5,532
VL-1045,2024-11,16,21,20,139,31,62,111,5,416
VL-1045,2024-12,11,19,20,125,35,75,38,3,466
VL-1045,2025-01,10,13,21,151,27,49,59,4,532
VL-1045,2025-02,7,9,14,89,27,30,34,0,510
VL-1045,2025-03,15,27,39,205,66,48,103,8,443
VL-1045,2025-04,16,23,29,170,42,49,67,8,509
VL-1045,2025-05,12,19,18,123,30,66,89,1,560
VL-1045,2025-06,18,26,26,172,44,56,117,5,477
VL-1045,2025-07,16,22,34,218,53,88,140,6,438
VL-1045,2025-08,13,21,28,183,36,75,56,6,473
VL-1045,2025-09,11,20,14,140,25,40,75,7,461
VL-1045,2025-10,17,29,23,194,30,101,71,3,431
VL-1045,2025-11,12,18,29,175,55,59,98,9,596
VL-1045,2025-12,10,17,26,150,50,46,78,3,460
VL-1045,2026-01,13,18,14,133,19,90,78,0,475
VL-1045,2026-02,10,16,25,130,48,62,68,4,528
VL-1045,2026-03,17,27,22,155,31,76,117,3,1358
VL-1045,2026-04,9,11,14,115,27,49,61,2,561
VL-1045,2026-05,10,16,12,121,16,66,37,6,489
VL-1045,2026-06,14,20,32,200,51,43,116,1,533
VL-1045,2026-07,11,19,15,116,20,72,94,3,493
VL-1045,2026-08,13,24,28,145,47,47,97,7,497
VL-1046,2024-10,5,8,12,65,18,32,22,3,449
VL-1046,2024-11,9,15,8,81,9,29,61,3,432
VL-1046,2024-12,7,13,7,64,8,30,33,1,460
VL-1046,2025-01,9,15,24,131,34,32,67,4,504
VL-1046,2025-02,7,10,10,90,16,44,34,3,461
VL-1046,2025-03,9,16,15,136,18,45,61,0,500
VL-1046,2025-04,6,11,11,88,17,40,52,4,509
VL-1046,2025-05,6,9,13,74,21,19,24,0,508
VL-1046,2025-06,11,15,16,97,26,64,95,2,473
VL-1046,2025-07,9,12,15,130,20,41,30,2,536
VL-1046,2025-08,3,5,2,27,2,13,23,0,509
VL-1046,2025-09,7,12,9,92,16,40,32,5,442
VL-1046,2025-10,9,13,24,127,39,60,44,0,433
VL-1046,2025-11,4,6,11,54,20,23,35,2,648
VL-1046,2025-12,6,8,10,64,14,36,43,3,477
VL-1046,2026-01,8,14,8,83,11,37,67,2,400
VL-1046,2026-02,7,11,15,85,24,41,28,3,500
VL-1046,2026-03,8,11,20,107,38,40,30,2,1366
VL-1046,2026-04,8,15,16,85,25,35,32,3,495
VL-1046,2026-05,7,9,9,96,14,25,33,0,444
VL-1046,2026-06,7,10,15,100,28,33,43,5,462
VL-1046,2026-07,8,10,14,114,25,39,28,3,411
VL-1046,2026-08,8,12,10,75,16,46,59,0,456
VL-1047,2025-07,9,10,14,94,27,58,34,3,419
VL-1047,2025-08,6,11,5,63,8,21,53,0,454
VL-1047,2025-09,6,11,13,77,16,40,27,2,399
VL-1047,2025-10,12,15,22,182,27,47,45,2,493
VL-1047,2025-11,7,9,9,93,11,35,59,0,591
VL-1047,2025-12,6,7,10,65,15,24,42,0,454
VL-1047,2026-01,10,18,8,85,13,57,42,2,435
VL-1047,2026-02,8,15,14,98,25,29,68,2,521
VL-1047,2026-03,9,12,24,122,34,60,64,3,1428
VL-1047,2026-04,8,14,12,70,19,54,27,3,413
VL-1047,2026-05,7,10,9,88,13,36,36,3,439
VL-1047,2026-06,2,2,4,28,7,11,17,0,398
VL-1047,2026-07,7,10,19,95,35,25,62,2,448
VL-1047,2026-08,11,14,23,149,33,68,66,2,476
VL-1048,2024-03,16,30,27,232,49,65,131,10,466
VL-1048,2024-04,13,24,35,190,47,54,107,3,525
VL-1048,2024-05,12,15,30,175,46,48,47,1,507
VL-1048,2024-06,14,17,18,164,26,94,53,3,530
VL-1048,2024-07,12,20,15,104,27,66,83,7,572
VL-1048,2024-08,9,16,10,120,16,61,48,4,465
VL-1048,2024-09,11,20,19,132,32,75,52,0,506
VL-1048,2024-10,5,9,13,74,23,30,33,3,487
VL-1048,2024-11,16,23,21,172,25,90,126,2,525
VL-1048,2024-12,10,17,10,111,17,65,58,1,547
VL-1048,2025-01,14,21,22,168,27,71,77,11,475
VL-1048,2025-02,9,12,15,112,23,50,31,0,426
VL-1048,2025-03,10,14,11,90,20,42,53,2,500
VL-1048,2025-04,15,23,28,145,34,76,63,10,450
VL-1048,2025-05,13,17,35,177,60,57,87,6,509
VL-1048,2025-06,12,22,30,178,52,36,61,4,490
VL-1048,2025-07,12,18,19,132,32,55,86,7,501
VL-1048,2025-08,12,19,9,101,13,51,79,5,490
VL-1048,2025-09,14,23,31,201,58,57,79,9,480
VL-1048,2025-10,15,21,23,162,29,71,115,3,496
VL-1048,2025-11,12,15,23,128,28,67,107,0,586
VL-1048,2025-12,9,11,11,98,20,28,49,1,508
VL-1048,2026-01,15,28,41,218,66,46,115,1,470
VL-1048,2026-02,13,25,39,188,60,46,97,2,479
VL-1048,2026-03,17,29,16,160,26,77,103,9,1449
VL-1048,2026-04,15,20,20,177,27,89,48,6,453
VL-1048,2026-05,8,15,18,98,33,54,55,3,480
VL-1048,2026-06,14,25,21,120,33,86,74,2,481
VL-1048,2026-07,12,23,18,124,23,68,85,5,436
VL-1048,2026-08,8,10,7,71,8,37,66,0,495
VL-1049,2024-03,13,24,17,165,24,90,58,1,490
VL-1049,2024-04,14,18,23,166,43,57,80,5,472
VL-1049,2024-05,10,18,13,111,17,52,82,1,489
VL-1049,2024-06,16,22,17,156,25,69,75,4,451
VL-1049,2024-07,13,19,18,161,34,40,109,0,466
VL-1049,2024-08,9,15,17,103,33,43,53,5,535
VL-1049,2024-09,12,17,20,128,27,44,78,1,440
VL-1049,2024-10,9,17,24,126,38,60,48,0,436
VL-1049,2024-11,12,20,30,163,56,38,84,2,519
VL-1049,2024-12,7,9,16,101,20,28,54,2,467
VL-1049,2025-01,11,17,22,124,43,63,82,6,500
VL-1049,2025-02,13,21,21,131,32,85,47,6,366
VL-1049,2025-03,16,28,41,244,76,68,51,7,500
VL-1049,2025-04,11,16,11,128,20,34,57,8,452
VL-1049,2025-05,11,13,18,142,24,52,56,0,469
VL-1049,2025-06,9,13,22,134,41,60,51,2,438
VL-1049,2025-07,11,19,26,127,46,64,77,0,407
VL-1049,2025-08,11,20,13,115,19,39,60,1,454
VL-1049,2025-09,13,15,33,178,57,51,76,4,446
VL-1049,2025-10,13,15,34,185,46,90,79,5,550
VL-1049,2025-11,15,24,39,207,65,101,74,6,659
VL-1049,2025-12,10,17,13,148,20,38,51,6,440
VL-1049,2026-01,13,16,26,196,40,51,65,6,429
VL-1049,2026-02,12,18,26,133,31,81,106,4,524
VL-1049,2026-03,17,20,43,251,56,97,81,12,1402
VL-1049,2026-04,13,23,27,184,51,47,108,2,486
VL-1049,2026-05,12,22,32,158,40,77,46,6,470
VL-1049,2026-06,10,12,13,108,23,53,34,2,474
VL-1049,2026-07,17,20,40,223,65,54,89,1,449
VL-1049,2026-08,11,13,21,134,29,45,95,1,492
VL-1050,2024-03,9,10,21,124,40,32,78,4,522
VL-1050,2024-04,9,13,16,88,23,56,71,7,418
VL-1050,2024-05,13,16,40,198,64,70,94,2,471
VL-1050,2024-06,17,23,37,245,47,99,128,4,537
VL-1050,2024-07,16,24,44,226,79,102,117,6,470
VL-1050,2024-08,13,20,16,185,30,41,71,3,511
VL-1050,2024-09,9,15,11,111,16,30,29,5,532
VL-1050,2024-10,14,18,18,165,35,66,91,5,476
VL-1050,2024-11,15,28,32,203,53,69,93,0,482
VL-1050,2024-12,14,20,29,185,47,61,95,0,500
VL-1050,2025-01,19,30,48,261,60,98,170,5,478
VL-1050,2025-02,9,12,15,98,27,28,69,4,494
VL-1050,2025-03,12,15,25,178,36,76,59,8,529
VL-1050,2025-04,13,15,20,168,30,79,88,7,424
VL-1050,2025-05,12,14,14,136,24,49,36,8,544
VL-1050,2025-06,12,19,20,169,34,38,90,8,483
VL-1050,2025-07,9,15,12,130,20,56,70,0,443
VL-1050,2025-08,9,16,16,112,24,43,54,6,494
VL-1050,2025-09,14,21,23,157,38,88,91,4,484
VL-1050,2025-10,1,1,1,14,1,5,5,0,490
VL-1050,2025-11,19,28,33,223,53,61,101,13,580
VL-1050,2025-12,5,8,11,73,13,24,31,2,567
VL-1050,2026-01,15,20,15,168,28,59,99,1,511
VL-1050,2026-02,9,12,21,106,27,34,31,2,444
VL-1050,2026-03,14,20,22,144,29,81,125,5,1416
VL-1050,2026-04,7,11,7,76,13,41,49,4,478
VL-1050,2026-05,14,20,30,181,37,87,125,9,464
VL-1050,2026-06,16,26,27,235,40,57,77,3,494
VL-1050,2026-07,16,25,23,234,43,59,95,1,446
VL-1050,2026-08,13,17,28,141,46,77,108,5,476
VL-1051,2024-03,9,16,22,123,31,62,27,4,557
VL-1051,2024-04,11,17,17,136,33,66,95,2,453
VL-1051,2024-05,12,20,18,160,33,81,80,4,536
VL-1051,2024-06,11,20,19,166,27,52,45,4,422
VL-1051,2024-07,18,33,38,223,71,73,113,1,507
VL-1051,2024-08,11,17,15,92,24,66,43,2,480
VL-1051,2024-09,17,27,25,216,45,101,124,2,501
VL-1051,2024-10,13,19,29,152,46,45,84,0,464
VL-1051,2024-11,18,25,31,204,46,75,84,4,474
VL-1051,2024-12,7,10,6,71,8,41,61,3,518
VL-1051,2025-01,10,12,9,95,12,51,40,0,467
VL-1051,2025-02,13,20,18,112,34,63,105,1,427
VL-1051,2025-03,13,24,28,136,49,46,66,2,484
VL-1051,2025-04,9,15,19,99,24,33,27,3,466
VL-1051,2025-05,14,23,21,175,40,42,87,2,493
VL-1051,2025-06,14,19,22,145,40,91,95,4,492
VL-1051,2025-07,15,18,36,231,45,64,68,10,496
VL-1051,2025-08,10,14,9,95,13,41,86,6,478
VL-1051,2025-09,16,26,39,246,47,70,94,6,556
VL-1051,2025-10,16,25,27,234,33,108,125,12,502
VL-1051,2025-11,17,30,30,190,46,63,125,10,562
VL-1051,2025-12,11,16,14,146,26,56,47,6,474
VL-1051,2026-01,14,21,22,208,40,55,113,1,440
VL-1051,2026-02,11,17,21,151,31,68,51,5,412
VL-1051,2026-03,15,26,12,135,23,45,69,5,1398
VL-1051,2026-04,9,17,15,75,28,32,80,2,348
VL-1051,2026-05,10,18,11,104,16,55,47,3,402
VL-1051,2026-06,12,19,22,158,40,60,104,1,523
VL-1051,2026-07,14,20,31,149,42,87,85,10,502
VL-1051,2026-08,11,13,17,113,31,72,42,7,471
VL-1052,2024-03,16,24,20,220,30,83,140,5,506
VL-1052,2024-04,21,34,51,247,80,79,180,3,504
VL-1052,2024-05,8,9,12,88,18,44,29,4,435
VL-1052,2024-06,12,17,11,120,13,75,50,3,488
VL-1052,2024-07,22,43,17,189,22,116,184,2,413
VL-1052,2024-08,10,13,29,140,50,69,71,4,380
VL-1052,2024-09,10,12,17,102,29,61,69,1,400
VL-1052,2024-10,10,13,15,133,27,34,80,4,540
VL-1052,2024-11,12,15,19,104,35,45,65,2,446
VL-1052,2024-12,9,10,16,109,30,52,51,2,445
VL-1052,2025-01,16,25,40,220,59,73,95,10,456
VL-1052,2025-02,12,21,14,133,27,57,94,7,370
VL-1052,2025-03,15,21,15,141,27,64,55,10,454
VL-1052,2025-04,15,27,31,233,40,75,71,0,480
VL-1052,2025-05,13,20,13,126,25,71,112,5,396
VL-1052,2025-06,11,14,20,142,32,51,69,7,374
VL-1052,2025-07,9,11,16,131,29,31,65,3,460
VL-1052,2025-08,12,20,21,103,25,43,83,3,496
VL-1052,2025-09,17,26,27,175,45,73,140,1,488
VL-1052,2025-10,12,16,23,147,42,36,107,0,482
VL-1052,2025-11,14,26,14,136,24,45,68,6,591
VL-1052,2025-12,8,13,12,110,21,27,60,3,491
VL-1052,2026-01,13,22,22,130,38,77,46,8,474
VL-1052,2026-02,17,24,46,258,61,93,84,5,503
VL-1052,2026-03,14,27,34,201,53,70,43,5,1368
VL-1052,2026-04,14,25,32,193,57,80,97,7,460
VL-1052,2026-05,12,23,21,179,38,42,41,4,473
VL-1052,2026-06,16,19,33,239,58,74,53,10,431
VL-1052,2026-07,12,15,24,126,30,44,97,5,522
VL-1052,2026-08,12,19,27,143,38,79,97,8,447
VL-1053,2024-03,14,25,23,129,38,50,78,11,468
VL-1053,2024-04,13,17,22,112,42,49,43,1,500
VL-1053,2024-05,9,16,15,99,28,34,45,6,471
VL-1053,2024-06,5,6,11,63,14,16,17,2,483
VL-1053,2024-07,13,21,14,138,19,68,113,9,501
VL-1053,2024-08,10,19,9,89,17,68,63,6,545
VL-1053,2024-09,15,29,21,138,34,99,128,11,503
VL-1053,2024-10,11,17,16,125,31,48,34,6,508
VL-1053,2024-11,11,16,20,120,31,37,45,5,492
VL-1053,2024-12,9,17,22,118,32,38,78,6,533
VL-1053,2025-01,12,20,35,172,62,47,72,9,498
VL-1053,2025-02,12,15,12,105,14,66,65,4,349
VL-1053,2025-03,10,18,23,111,39,32,47,2,542
VL-1053,2025-04,14,19,25,133,37,43,96,0,532
VL-1053,2025-05,13,20,9,109,15,44,80,5,522
VL-1053,2025-06,14,17,24,155,33,73,43,6,485
VL-1053,2025-07,10,15,28,135,52,58,46,1,496
VL-1053,2025-08,15,26,31,208,41,104,118,8,546
VL-1053,2025-09,8,9,13,82,17,47,44,1,475
VL-1053,2025-10,13,15,20,194,39,70,108,2,530
